f,median,std,count,fam
33.83,2.3200000000000003,0.0,3,B_S21_cal
34.0,2.34,0.0,2,B_S21_cal
34.17,2.3599999999999994,,1,B_S21_cal
34.33,2.289999999999999,0.0,3,B_S21_cal
34.67,2.1500000000000004,1.7763568394002505e-15,5,B_S21_cal
34.83,2.080000000000002,5.0242958677880805e-15,2,B_S21_cal
35.0,2.080000000000002,2.082963028648268e-15,3,B_S21_cal
35.17,2.0799999999999983,9.930136612989092e-16,3,B_S21_cal
35.5,2.1099999999999994,2.082963028648268e-15,3,B_S21_cal
35.67,2.099999999999998,9.930136612989092e-16,3,B_S21_cal
35.83,2.09,0.0,2,B_S21_cal
36.0,2.0599999999999987,2.082963028648268e-15,3,B_S21_cal
36.17,2.0299999999999976,0.0,2,B_S21_cal
36.33,2.0599999999999987,9.930136612989092e-16,3,B_S21_cal
36.5,2.0999999999999996,2.5121479338940403e-15,2,B_S21_cal
36.67,2.1400000000000006,0.0,3,B_S21_cal
36.83,2.1899999999999977,9.930136612989092e-16,3,B_S21_cal
37.0,2.1900000000000013,,1,B_S21_cal
37.17,2.1900000000000013,,1,B_S21_cal
