Freq_GHz	Model_dBohm
12.225695	30.679686
12.235675	30.677429
12.245655	30.67517
12.255635	30.672909
12.265615	30.670647
12.275595	30.668382
12.285575	30.666116
12.295555	30.663847
12.305535	30.661577
12.315515	30.659305
12.325495	30.657031
12.335475	30.654755
12.345455	30.652477
12.355435	30.650198
12.365415	30.647916
12.375395	30.645633
12.385375	30.643348
12.395355	30.641061
12.405335	30.638772
12.415315	30.636481
12.425295	30.634188
12.435275	30.631894
12.445255	30.629597
12.455234	30.627299
12.465214	30.624999
12.475194	30.622697
12.485174	30.620393
12.495154	30.618087
12.505134	30.615779
12.515114	30.61347
12.525094	30.611158
12.535074	30.608845
12.545054	30.60653
12.555034	30.604213
12.565014	30.601894
12.574994	30.599573
12.584974	30.597251
12.594954	30.594926
12.604934	30.5926
12.614914	30.590272
12.624894	30.587942
12.634874	30.58561
12.644854	30.583276
12.654834	30.58094
12.664814	30.578603
12.674794	30.576263
12.684774	30.573922
12.694754	30.571579
12.704734	30.569234
12.714714	30.566887
12.724694	30.564538
12.734674	30.562188
12.744654	30.559835
12.754634	30.557481
12.764614	30.555125
12.774594	30.552767
12.784574	30.550407
12.794554	30.548045
12.804534	30.545682
12.814514	30.543316
12.824494	30.540949
12.834474	30.53858
12.844454	30.536209
12.854434	30.533836
12.864414	30.531461
12.874394	30.529084
12.884374	30.526706
12.894354	30.524326
12.904334	30.521943
12.914314	30.519559
12.924294	30.517174
12.934274	30.514786
12.944254	30.512396
12.954234	30.510005
12.964214	30.507611
12.974194	30.505216
12.984174	30.502819
12.994154	30.50042
13.004134	30.49802
13.014114	30.495617
13.024094	30.493212
13.034074	30.490806
13.044054	30.488398
13.054034	30.485988
13.064014	30.483576
13.073994	30.481162
13.083974	30.478747
