Freq_GHz	Model_dBm
8.1638364	-9.5747148
8.1738164	-9.5753212
8.1837964	-9.5759284
8.1937764	-9.5765364
8.2037564	-9.5771453
8.2137364	-9.577755
8.2237164	-9.5783656
8.2336964	-9.578977
8.2436764	-9.5795892
8.2536564	-9.5802023
8.2636364	-9.5808163
8.2736164	-9.581431
8.2835964	-9.5820467
8.2935764	-9.5826631
8.3035563	-9.5832805
8.3135363	-9.5838986
8.3235163	-9.5845176
8.3334963	-9.5851375
8.3434763	-9.5857582
8.3534563	-9.5863797
8.3634363	-9.5870021
8.3734163	-9.5876254
8.3833963	-9.5882495
8.3933763	-9.5888744
8.4033563	-9.5895002
8.4133363	-9.5901268
8.4233163	-9.5907543
8.4332963	-9.5913826
8.4432763	-9.5920118
8.4532563	-9.5926419
8.4632363	-9.5932728
8.4732163	-9.5939045
8.4831963	-9.5945371
8.4931763	-9.5951705
8.5031563	-9.5958048
8.5131363	-9.59644
8.5231162	-9.597076
8.5330962	-9.5977128
8.5430762	-9.5983506
8.5530562	-9.5989891
8.5630362	-9.5996285
8.5730162	-9.6002688
8.5829962	-9.60091
8.5929762	-9.6015519
8.6029562	-9.6021948
8.6129362	-9.6028385
8.6229162	-9.6034831
8.6328962	-9.6041285
8.6428762	-9.6047747
8.6528562	-9.6054219
8.6628362	-9.6060699
8.6728162	-9.6067187
8.6827962	-9.6073684
8.6927762	-9.608019
8.7027562	-9.6086705
8.7127362	-9.6093227
8.7227162	-9.6099759
8.7326962	-9.6106299
8.7426762	-9.6112848
8.7526561	-9.6119405
8.7626361	-9.6125971
8.7726161	-9.6132546
8.7825961	-9.6139129
8.7925761	-9.6145721
8.8025561	-9.6152322
8.8125361	-9.6158931
8.8225161	-9.6165549
8.8324961	-9.6172176
8.8424761	-9.6178811
8.8524561	-9.6185455
8.8624361	-9.6192107
8.8724161	-9.6198768
8.8823961	-9.6205438
8.8923761	-9.6212117
8.9023561	-9.6218804
8.9123361	-9.62255
8.9223161	-9.6232205
8.9322961	-9.6238918
8.9422761	-9.624564
8.9522561	-9.6252371
8.9622361	-9.625911
8.972216	-9.6265858
8.982196	-9.6272615
8.992176	-9.6279381
9.002156	-9.6286155
9.012136	-9.6292938
9.022116	-9.629973
9.032096	-9.630653
9.042076	-9.631334
9.052056	-9.6320158
9.062036	-9.6326984
9.072016	-9.633382
9.081996	-9.6340664
9.091976	-9.6347517
9.101956	-9.6354379
9.111936	-9.6361249
9.121916	-9.6368129
9.131896	-9.6375017
9.141876	-9.6381914
9.151856	-9.6388819
9.161836	-9.6395734
9.171816	-9.6402657
9.181796	-9.6409589
9.191776	-9.641653
9.2017559	-9.6423479
9.2117359	-9.6430438
9.2217159	-9.6437405
9.2316959	-9.6444381
9.2416759	-9.6451366
9.2516559	-9.645836
9.2616359	-9.6465362
9.2716159	-9.6472374
9.2815959	-9.6479394
9.2915759	-9.6486423
9.3015559	-9.6493461
9.3115359	-9.6500508
9.3215159	-9.6507563
9.3314959	-9.6514628
9.3414759	-9.6521701
9.3514559	-9.6528783
9.3614359	-9.6535875
9.3714159	-9.6542974
9.3813959	-9.6550083
9.3913759	-9.6557201
9.4013559	-9.6564328
9.4113359	-9.6571463
9.4213158	-9.6578608
9.4312958	-9.6585761
9.4412758	-9.6592923
9.4512558	-9.6600094
9.4612358	-9.6607274
9.4712158	-9.6614463
9.4811958	-9.6621661
9.4911758	-9.6628868
9.5011558	-9.6636084
9.5111358	-9.6643308
9.5211158	-9.6650542
9.5310958	-9.6657784
9.5410758	-9.6665036
9.5510558	-9.6672296
9.5610358	-9.6679566
9.5710158	-9.6686844
9.5809958	-9.6694131
9.5909758	-9.6701428
9.6009558	-9.6708733
9.6109358	-9.6716047
9.6209158	-9.6723371
9.6308958	-9.6730703
9.6408758	-9.6738044
9.6508557	-9.6745394
9.6608357	-9.6752753
9.6708157	-9.6760122
9.6807957	-9.6767499
9.6907757	-9.6774885
9.7007557	-9.678228
9.7107357	-9.6789685
9.7207157	-9.6797098
9.7306957	-9.680452
9.7406757	-9.6811952
9.7506557	-9.6819392
9.7606357	-9.6826841
9.7706157	-9.68343
9.7805957	-9.6841767
9.7905757	-9.6849244
9.8005557	-9.685673
9.8105357	-9.6864224
9.8205157	-9.6871728
9.8304957	-9.6879241
9.8404757	-9.6886763
9.8504557	-9.6894294
9.8604357	-9.6901834
9.8704156	-9.6909383
9.8803956	-9.6916942
9.8903756	-9.6924509
9.9003556	-9.6932085
9.9103356	-9.6939671
9.9203156	-9.6947266
9.9302956	-9.695487
9.9402756	-9.6962483
9.9502556	-9.6970105
9.9602356	-9.6977736
9.9702156	-9.6985376
9.9801956	-9.6993026
9.9901756	-9.7000684
10.000156	-9.7008352
10.010136	-9.7016029
10.020116	-9.7023715
10.030096	-9.7031411
10.040076	-9.7039115
10.050056	-9.7046829
10.060036	-9.7054551
10.070016	-9.7062283
10.079996	-9.7070024
10.089976	-9.7077775
10.099956	-9.7085534
10.109936	-9.7093303
10.119916	-9.7101081
10.129896	-9.7108868
10.139876	-9.7116664
10.149856	-9.712447
10.159836	-9.7132285
10.169816	-9.7140109
10.179796	-9.7147942
10.189776	-9.7155784
10.199756	-9.7163636
10.209735	-9.7171497
10.219715	-9.7179367
10.229695	-9.7187247
10.239675	-9.7195135
10.249655	-9.7203033
10.259635	-9.7210941
10.269615	-9.7218857
10.279595	-9.7226783
10.289575	-9.7234718
10.299555	-9.7242662
10.309535	-9.7250616
10.319515	-9.7258579
10.329495	-9.7266551
10.339475	-9.7274533
10.349455	-9.7282524
10.359435	-9.7290524
10.369415	-9.7298533
10.379395	-9.7306552
