Freq_GHz	r_fit	x_fit	R_fit_ohm	X_fit_ohm	Re_S11	Im_S11	S11_dB	S11_deg
2.18224	1.17301	-0.134438	58.6505	-6.72189	0.0831268	-0.0567243	-19.9449	-34.309
2.19269	1.17276	-0.135042	58.6378	-6.75212	0.0830524	-0.0569906	-19.9372	-34.458
2.20313	1.1725	-0.135646	58.6251	-6.78231	0.0829776	-0.0572569	-19.9295	-34.6068
2.21357	1.17225	-0.13625	58.6124	-6.81249	0.0829024	-0.0575231	-19.9218	-34.7554
2.22402	1.17199	-0.136853	58.5995	-6.84263	0.082827	-0.0577892	-19.914	-34.9039
2.23446	1.17173	-0.137455	58.5867	-6.87275	0.0827511	-0.0580552	-19.9063	-35.0521
2.2449	1.17147	-0.138057	58.5737	-6.90284	0.0826749	-0.0583212	-19.8985	-35.2002
2.25535	1.17122	-0.138658	58.5608	-6.9329	0.0825984	-0.0585871	-19.8907	-35.3481
2.26579	1.17095	-0.139259	58.5477	-6.96294	0.0825215	-0.0588529	-19.8828	-35.4958
2.27624	1.17069	-0.139859	58.5346	-6.99295	0.0824443	-0.0591186	-19.875	-35.6433
2.28668	1.17043	-0.140459	58.5215	-7.02293	0.0823667	-0.0593843	-19.8671	-35.7906
2.29712	1.17017	-0.141058	58.5083	-7.05288	0.0822888	-0.0596499	-19.8592	-35.9378
2.30757	1.1699	-0.141656	58.4951	-7.0828	0.0822105	-0.0599154	-19.8513	-36.0847
2.31801	1.16964	-0.142254	58.4818	-7.1127	0.0821318	-0.0601808	-19.8433	-36.2315
2.32845	1.16937	-0.142851	58.4684	-7.14257	0.0820529	-0.0604462	-19.8353	-36.3781
2.3389	1.1691	-0.143448	58.455	-7.1724	0.0819735	-0.0607114	-19.8274	-36.5245
2.34934	1.16883	-0.144044	58.4415	-7.20222	0.0818938	-0.0609766	-19.8193	-36.6707
2.35978	1.16856	-0.14464	58.428	-7.232	0.0818138	-0.0612417	-19.8113	-36.8167
2.37023	1.16829	-0.145235	58.4144	-7.26175	0.0817334	-0.0615068	-19.8033	-36.9625
2.38067	1.16802	-0.14583	58.4008	-7.29148	0.0816527	-0.0617717	-19.7952	-37.1082
2.39111	1.16774	-0.146423	58.3871	-7.32117	0.0815716	-0.0620366	-19.7871	-37.2536
2.40156	1.16747	-0.147017	58.3734	-7.35084	0.0814902	-0.0623014	-19.779	-37.3989
2.412	1.16719	-0.14761	58.3596	-7.38048	0.0814084	-0.0625661	-19.7708	-37.544
2.42244	1.16692	-0.148202	58.3458	-7.41008	0.0813262	-0.0628308	-19.7627	-37.6888
2.43289	1.16664	-0.148793	58.3319	-7.43966	0.0812438	-0.0630953	-19.7545	-37.8335
