Freq_GHz	S11_meas_dB	S11_meas_deg	S11_model_dB	S11_model_deg
17.4057	-3.45305	-138.001	-4.38096	-135.308
17.6056	-3.4828	-139.348	-4.36286	-136.771
17.8056	-3.44306	-140.698	-4.34424	-138.226
18.0055	-3.44872	-141.958	-4.32511	-139.674
18.2054	-3.42848	-143.103	-4.30548	-141.114
18.4054	-3.42792	-144.543	-4.28537	-142.546
18.6054	-3.40756	-145.729	-4.26479	-143.969
18.8053	-3.37702	-147.004	-4.24376	-145.384
19.0053	-3.3955	-148.196	-4.22228	-146.791
19.2052	-3.35917	-149.454	-4.20039	-148.188
19.4051	-3.35997	-150.873	-4.17808	-149.577
19.6051	-3.33584	-151.811	-4.15537	-150.957
19.8051	-3.32465	-153.392	-4.13229	-152.328
20.005	-3.31278	-154.2	-4.10885	-153.69
20.205	-3.31341	-155.785	-4.08506	-155.042
20.4049	-3.30036	-156.748	-4.06094	-156.385
20.6048	-3.287	-158.078	-4.03651	-157.719
20.8048	-3.27517	-159.228	-4.01178	-159.042
21.0048	-3.29718	-160.43	-3.98676	-160.357
21.2047	-3.2564	-161.899	-3.96148	-161.661
21.4047	-3.26526	-162.96	-3.93596	-162.956
21.6046	-3.19212	-163.98	-3.91019	-164.241
21.8045	-3.28921	-165.35	-3.88421	-165.516
22.0045	-3.19376	-166.587	-3.85803	-166.781
22.2045	-3.25626	-167.872	-3.83167	-168.036
22.4044	-3.18135	-168.732	-3.80513	-169.281
22.6044	-3.2394	-170.35	-3.77844	-170.516
22.8043	-3.1896	-170.992	-3.7516	-171.741
23.0042	-3.16237	-172.488	-3.72464	-172.956
23.2042	-3.1804	-173.55	-3.69757	-174.161
23.4042	-3.13819	-174.589	-3.67039	-175.355
23.6041	-3.1732	-175.839	-3.64314	-176.54
23.8041	-3.14038	-176.812	-3.61581	-177.714
24.004	-3.14671	-178.146	-3.58843	-178.879
24.2039	-3.14063	-179.089	-3.561	179.967
24.4039	-3.12261	179.631	-3.53353	178.823
24.6039	-3.13206	178.429	-3.50605	177.689
24.8038	-3.07168	177.47	-3.47856	176.564
25.0038	-3.11701	176.298	-3.45107	175.45
25.2037	-3.10225	175.321	-3.42359	174.346
25.4036	-3.10123	173.735	-3.39613	173.251
25.6036	-3.09327	173.093	-3.36871	172.167
25.8036	-3.04059	171.533	-3.34134	171.092
26.0035	-3.08217	171.05	-3.31401	170.027
26.2035	-3.04194	169.423	-3.28675	168.972
26.4034	-3.07202	168.513	-3.25956	167.926
26.6033	-3.01848	167.323	-3.23245	166.89
26.8033	-3.05331	166.322	-3.20542	165.864
27.0033	-3.02557	165.615	-3.17849	164.847
27.2032	-3.03862	163.986	-3.15166	163.84
27.4032	-3.01183	163.266	-3.12495	162.842
27.6031	-2.98814	162.368	-3.09834	161.853
27.803	-3.03699	161.221	-3.07186	160.873
28.003	-3.00701	160.454	-3.04551	159.903
28.203	-3.00925	158.905	-3.01929	158.942
28.4029	-2.99645	158.446	-2.99322	157.99
28.6029	-2.97826	156.775	-2.96728	157.047
28.8028	-3.02851	155.901	-2.9415	156.112
29.0027	-2.90137	154.75	-2.91587	155.187
29.2027	-3.05702	153.774	-2.8904	154.27
29.4027	-2.91834	152.979	-2.86509	153.362
29.6026	-3.06314	151.446	-2.83994	152.463
29.8026	-2.95323	150.806	-2.81497	151.572
30.0025	-2.97115	149.364	-2.79017	150.69
30.2024	-2.91066	149.206	-2.76554	149.816
30.4024	-2.95017	148.212	-2.7411	148.95
30.6024	-2.99334	146.406	-2.71683	148.093
30.8023	-2.86938	146.291	-2.69275	147.243
31.0023	-2.87269	145.081	-2.66885	146.402
31.2022	-2.95328	145.771	-2.64514	145.569
31.4021	-2.99418	142.637	-2.62162	144.743
31.6021	-3.00693	142.789	-2.59829	143.926
31.8021	-2.81065	140.852	-2.57515	143.116
32.002	-2.99673	141.817	-2.55221	142.314
32.2019	-2.95663	138.944	-2.52946	141.519
32.4019	-2.92545	138.436	-2.50691	140.732
32.6018	-2.92428	137.7	-2.48455	139.953
32.8018	-2.9191	136.374	-2.46239	139.18
33.0018	-3.02254	135.635	-2.44042	138.416
33.2017	-2.81258	134.169	-2.41866	137.658
33.4016	-2.98634	133.566	-2.39709	136.907
33.6016	-2.78078	132.936	-2.37572	136.164
33.8015	-2.99069	131.549	-2.35455	135.427
34.0015	-2.77237	131.622	-2.33357	134.697
34.2015	-2.84022	129.295	-2.31279	133.975
34.4014	-2.71846	130.234	-2.29222	133.259
34.6013	-2.80437	128.775	-2.27183	132.549
34.8013	-2.94881	127.979	-2.25165	131.846
35.0012	-2.69843	126.5	-2.23166	131.15
35.2012	-2.78875	125.452	-2.21186	130.46
35.4012	-2.51971	127.077	-2.19226	129.777
35.6011	-2.98497	124.541	-2.17286	129.1
35.801	-2.71175	124.06	-2.15365	128.429
36.001	-2.76089	121.147	-2.13463	127.764
36.2009	-2.73825	121.729	-2.1158	127.106
36.4009	-2.70402	120.005	-2.09716	126.453
36.6009	-2.86251	119.038	-2.07871	125.807
36.8008	-2.68119	117.911	-2.06044	125.166
37.0007	-2.77708	116.71	-2.04237	124.531
37.2007	-2.68347	116.538	-2.02448	123.902
37.4006	-2.68141	115.1	-2.00677	123.279
37.6006	-2.83017	114.649	-1.98925	122.661
37.8006	-2.56617	113.342	-1.97191	122.049
38.0005	-2.73964	112.673	-1.95474	121.443
38.2004	-2.55741	112.317	-1.93776	120.841
38.4004	-2.64682	111.009	-1.92096	120.246
38.6003	-2.62475	111.56	-1.90433	119.655
38.8003	-2.56658	108.596	-1.88788	119.07
39.0003	-2.66001	109.976	-1.8716	118.49
39.2002	-2.57055	106.223	-1.85549	117.915
39.4001	-2.65602	106.996	-1.83955	117.346
39.6001	-2.62052	105.103	-1.82378	116.781
39.8	-2.65872	104.695	-1.80817	116.221
40	-2.66607	103.7	-1.79274	115.666
