Freq_GHz	S11_meas_dB	S11_meas_deg	S11_model_dB	S11_model_deg
19.0053	-7.6439	-178.738	-8.23483	178.011
19.2052	-7.53763	-179.198	-8.14005	177.509
19.4051	-7.44505	-179.892	-8.04596	177.003
19.6051	-7.3731	179.832	-7.95257	176.493
19.8051	-7.25789	178.933	-7.85988	175.98
20.005	-7.20356	178.876	-7.76789	175.463
20.205	-7.10561	177.872	-7.67662	174.942
20.4049	-7.02853	177.506	-7.58605	174.418
20.6048	-6.94298	176.803	-7.49621	173.89
20.8048	-6.85881	176.361	-7.40708	173.359
21.0048	-6.8271	175.643	-7.31867	172.825
21.2047	-6.68853	174.854	-7.231	172.288
21.4047	-6.63972	174.342	-7.14405	171.748
21.6046	-6.50417	173.997	-7.05784	171.205
21.8045	-6.53332	172.93	-6.97236	170.659
22.0045	-6.36724	172.574	-6.88762	170.111
22.2045	-6.35503	171.611	-6.80363	169.56
22.4044	-6.21955	171.489	-6.72038	169.007
22.6044	-6.19498	170.312	-6.63788	168.451
22.8043	-6.09441	170.148	-6.55613	167.893
23.0042	-5.99734	169.138	-6.47513	167.332
23.2042	-5.95076	168.553	-6.39489	166.77
23.4042	-5.86179	168.15	-6.3154	166.205
23.6041	-5.83833	167.209	-6.23668	165.639
23.8041	-5.74082	166.696	-6.15871	165.071
24.004	-5.67533	165.82	-6.08152	164.501
24.2039	-5.61498	165.342	-6.00508	163.929
24.4039	-5.5275	164.548	-5.92941	163.356
24.6039	-5.48934	163.801	-5.85451	162.781
24.8038	-5.36814	163.171	-5.78038	162.205
25.0038	-5.34262	162.428	-5.70702	161.627
25.2037	-5.28745	161.787	-5.63444	161.049
25.4036	-5.20508	160.738	-5.56262	160.469
25.6036	-5.15526	160.312	-5.49158	159.888
25.8036	-5.04267	159.247	-5.42131	159.306
26.0035	-5.03705	158.98	-5.35181	158.723
26.2035	-4.93616	157.847	-5.28309	158.139
26.4034	-4.91288	157.228	-5.21514	157.555
26.6033	-4.81212	156.332	-5.14796	156.969
26.8033	-4.77778	155.637	-5.08156	156.384
27.0033	-4.72042	155.244	-5.01593	155.797
27.2032	-4.68051	153.942	-4.95107	155.21
27.4032	-4.60266	153.507	-4.88699	154.623
27.6031	-4.54373	152.829	-4.82367	154.036
27.803	-4.53504	152.038	-4.76112	153.448
28.003	-4.45038	151.485	-4.69934	152.86
28.203	-4.41341	150.32	-4.63832	152.273
28.4029	-4.3695	150.011	-4.57807	151.685
28.6029	-4.28738	148.662	-4.51858	151.097
28.8028	-4.29163	148.102	-4.45985	150.509
29.0027	-4.14709	147.33	-4.40188	149.922
29.2027	-4.22675	146.404	-4.34466	149.335
29.4027	-4.06346	145.89	-4.2882	148.748
29.6026	-4.14747	144.594	-4.23248	148.162
29.8026	-4.03421	144.163	-4.17751	147.576
30.0025	-4.00184	143.101	-4.12329	146.991
30.2024	-3.90532	142.87	-4.0698	146.406
30.4024	-3.89498	142.235	-4.01705	145.823
30.6024	-3.91083	140.745	-3.96504	145.239
30.8023	-3.74348	140.724	-3.91375	144.657
31.0023	-3.73527	139.843	-3.86319	144.076
31.2022	-3.74868	139.998	-3.81335	143.495
31.4021	-3.75479	137.849	-3.76423	142.916
31.6021	-3.72888	137.787	-3.71582	142.338
31.8021	-3.55032	136.298	-3.66812	141.76
32.002	-3.68021	136.891	-3.62112	141.184
32.2019	-3.58635	134.642	-3.57482	140.609
32.4019	-3.5105	134.316	-3.52921	140.036
32.6018	-3.49662	133.673	-3.48429	139.464
32.8018	-3.43364	132.668	-3.44006	138.893
33.0018	-3.52534	131.984	-3.3965	138.324
33.2017	-3.32176	130.814	-3.35362	137.756
33.4016	-3.41157	130.209	-3.3114	137.19
33.6016	-3.24892	129.693	-3.26984	136.625
33.8015	-3.34314	128.585	-3.22894	136.062
34.0015	-3.17649	128.539	-3.18869	135.501
34.2015	-3.18736	126.707	-3.14908	134.941
34.4014	-3.08694	127.303	-3.11011	134.384
34.6013	-3.12627	125.925	-3.07177	133.828
34.8013	-3.1691	125.292	-3.03406	133.274
35.0012	-3.00746	123.9	-2.99696	132.721
35.2012	-3.00725	123.107	-2.96048	132.171
35.4012	-2.80713	124.269	-2.92461	131.623
35.6011	-3.15179	122.074	-2.88933	131.077
35.801	-2.88763	121.628	-2.85465	130.533
36.001	-2.91268	119.452	-2.82055	129.991
36.2009	-2.86202	119.566	-2.78703	129.451
36.4009	-2.84795	118.227	-2.75409	128.913
36.6009	-2.93419	117.312	-2.72171	128.377
36.8008	-2.77362	116.428	-2.6899	127.844
37.0007	-2.83857	115.324	-2.65863	127.313
37.2007	-2.75998	115.028	-2.62792	126.784
37.4006	-2.73669	114.003	-2.59774	126.257
37.6006	-2.83278	113.326	-2.56809	125.733
37.8006	-2.60599	112.265	-2.53897	125.211
38.0005	-2.73564	111.661	-2.51037	124.691
38.2004	-2.56498	111.061	-2.48228	124.174
38.4004	-2.6315	110.255	-2.4547	123.659
38.6003	-2.61694	110.113	-2.42762	123.147
38.8003	-2.53455	107.823	-2.40102	122.637
39.0003	-2.62125	108.723	-2.37491	122.13
39.2002	-2.54412	105.767	-2.34928	121.625
39.4001	-2.58057	106.285	-2.32412	121.122
39.6001	-2.56961	104.871	-2.29943	120.622
39.8	-2.55787	104.242	-2.27519	120.125
40	-2.58265	103.586	-2.2514	119.63
