Freq_GHz	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit	S11_meas_dB	S11_fit_dB
5.80855e+09	0.044674218	-0.14472369	0.043598083	-0.10983398	-16.393927	-18.54981
6.0085e+09	0.040623466	-0.14889373	0.040378963	-0.11295363	-16.230654	-18.419699
6.20845e+09	0.037719338	-0.15329707	0.037063842	-0.11600743	-16.034042	-18.288163
6.4084e+09	0.033761169	-0.1580721	0.033654007	-0.11899341	-15.82917	-18.155351
6.60835e+09	0.031170247	-0.16181603	0.030150786	-0.1219096	-15.66134	-18.021402
6.8083e+09	0.026082408	-0.16618405	0.026555545	-0.12475409	-15.48253	-17.88645
7.00825e+09	0.022958898	-0.17030078	0.022869694	-0.12752497	-15.297444	-17.750621
7.2082e+09	0.019010564	-0.17483464	0.019094679	-0.13022036	-15.096404	-17.614033
7.40815e+09	0.014671289	-0.17828387	0.015231989	-0.13283841	-14.948448	-17.476797
7.6081e+09	0.010575339	-0.18231755	0.011283153	-0.13537728	-14.768843	-17.33902
7.80805e+09	0.0059504481	-0.18632327	0.0072497355	-0.1378352	-14.590231	-17.200799
8.008e+09	0.0023243171	-0.18987713	0.0031333437	-0.14021037	-14.429896	-17.062229
8.20795e+09	-0.0027044864	-0.193905	-0.0010643784	-0.14250108	-14.247375	-16.923395
8.4079e+09	-0.0069851576	-0.19702584	-0.0053417484	-0.14470559	-14.104081	-16.78438
8.60785e+09	-0.012089452	-0.20146789	-0.009697046	-0.14682225	-13.900273	-16.645259
8.8078e+09	-0.016932787	-0.20429593	-0.014128514	-0.1488494	-13.765073	-16.506106
9.00775e+09	-0.021483825	-0.20836268	-0.018634358	-0.15078544	-13.577674	-16.366986
9.2077e+09	-0.02628227	-0.21077674	-0.023212747	-0.15262878	-13.456541	-16.227962
9.40765e+09	-0.031678333	-0.21448412	-0.027861815	-0.15437788	-13.278379	-16.089094
9.6076e+09	-0.036682798	-0.21731694	-0.03257966	-0.15603125	-13.136115	-15.950434
9.80755e+09	-0.042100516	-0.2197616	-0.037364347	-0.15758741	-13.004431	-15.812036
1.00075e+10	-0.046945302	-0.22375251	-0.042213905	-0.15904494	-12.817554	-15.673945
1.02075e+10	-0.052747841	-0.22478868	-0.047127566	-0.16040277	-12.731727	-15.536173
1.04074e+10	-0.058500281	-0.2290147	-0.052099588	-0.16165857	-12.528212	-15.398864
1.06074e+10	-0.06443432	-0.23075401	-0.057132874	-0.1628123	-12.410942	-15.261918
1.08073e+10	-0.069521713	-0.23416773	-0.062220295	-0.16386153	-12.2426	-15.12551
1.10073e+10	-0.075401222	-0.23604789	-0.067364809	-0.16480608	-12.118037	-14.989536
1.12072e+10	-0.081154967	-0.23778861	-0.072559114	-0.16564384	-11.997673	-14.854163
1.14072e+10	-0.087373709	-0.24015888	-0.077806219	-0.16637452	-11.850173	-14.719285
1.16071e+10	-0.094385557	-0.24202303	-0.083098663	-0.16699628	-11.708006	-14.585063
1.18071e+10	-0.098971733	-0.24467453	-0.088439497	-0.16750872	-11.570101	-14.451389
1.2007e+10	-0.10727763	-0.24593843	-0.093821114	-0.16791033	-11.427025	-14.318419
1.2207e+10	-0.11132151	-0.24818559	-0.099246606	-0.16820056	-11.308354	-14.186043
1.24069e+10	-0.11991829	-0.24961728	-0.10470823	-0.16837823	-11.152659	-14.054413
1.26069e+10	-0.12314018	-0.25134405	-0.11020911	-0.16844267	-11.060312	-13.923415
1.28068e+10	-0.132772	-0.251557	-0.11574139	-0.16839302	-10.920014	-13.793198
1.30068e+10	-0.1379242	-0.25336762	-0.12130823	-0.16822849	-10.797815	-13.663648
1.32067e+10	-0.14531943	-0.25390406	-0.12690164	-0.16794855	-10.676023	-13.53491
1.34067e+10	-0.1519824	-0.25554114	-0.13252482	-0.16755229	-10.535481	-13.406867
1.36066e+10	-0.15779252	-0.25507065	-0.13816971	-0.16703951	-10.459529	-13.279662
1.38066e+10	-0.16585961	-0.2559542	-0.14383949	-0.16640918	-10.314145	-13.153178
1.40065e+10	-0.17116968	-0.2557328	-0.14952605	-0.16566145	-10.236577	-13.027553
1.42065e+10	-0.17982282	-0.25705167	-0.15523259	-0.16479515	-10.069528	-12.902672
1.44064e+10	-0.18494626	-0.25669409	-0.16095092	-0.16381078	-9.9957905	-12.778667
1.46064e+10	-0.19302837	-0.25695802	-0.16668425	-0.16270706	-9.8595276	-12.655424
1.48063e+10	-0.19945088	-0.25576186	-0.17242436	-0.16148484	-9.7800579	-12.533073
