Freq_GHz	S11_meas_dB	S11_meas_deg	S11_model_dB	S11_model_deg
23.0042	-3.16237	-172.488	-3.6626	-174.856
23.2042	-3.1804	-173.55	-3.63573	-176.046
23.4042	-3.13819	-174.589	-3.60879	-177.225
23.6041	-3.1732	-175.839	-3.58179	-178.394
23.8041	-3.14038	-176.812	-3.55474	-179.552
24.004	-3.14671	-178.146	-3.52765	179.299
24.2039	-3.14063	-179.089	-3.50055	178.161
24.4039	-3.12261	179.631	-3.47343	177.032
24.6039	-3.13206	178.429	-3.44631	175.914
24.8038	-3.07168	177.47	-3.4192	174.806
25.0038	-3.11701	176.298	-3.39212	173.708
25.2037	-3.10225	175.321	-3.36506	172.62
25.4036	-3.10123	173.735	-3.33804	171.542
25.6036	-3.09327	173.093	-3.31108	170.473
25.8036	-3.04059	171.533	-3.28417	169.415
26.0035	-3.08217	171.05	-3.25733	168.366
26.2035	-3.04194	169.423	-3.23056	167.327
26.4034	-3.07202	168.513	-3.20388	166.297
26.6033	-3.01848	167.323	-3.17729	165.277
26.8033	-3.05331	166.322	-3.15079	164.267
27.0033	-3.02557	165.615	-3.1244	163.266
27.2032	-3.03862	163.986	-3.09813	162.275
27.4032	-3.01183	163.266	-3.07197	161.292
27.6031	-2.98814	162.368	-3.04593	160.32
27.803	-3.03699	161.221	-3.02003	159.356
28.003	-3.00701	160.454	-2.99426	158.401
28.203	-3.00925	158.905	-2.96863	157.456
28.4029	-2.99645	158.446	-2.94314	156.519
28.6029	-2.97826	156.775	-2.9178	155.591
28.8028	-3.02851	155.901	-2.89262	154.672
29.0027	-2.90137	154.75	-2.86759	153.762
29.2027	-3.05702	153.774	-2.84273	152.86
29.4027	-2.91834	152.979	-2.81802	151.967
29.6026	-3.06314	151.446	-2.79349	151.083
29.8026	-2.95323	150.806	-2.76913	150.207
30.0025	-2.97115	149.364	-2.74494	149.339
30.2024	-2.91066	149.206	-2.72093	148.48
30.4024	-2.95017	148.212	-2.69709	147.628
30.6024	-2.99334	146.406	-2.67344	146.785
30.8023	-2.86938	146.291	-2.64997	145.95
31.0023	-2.87269	145.081	-2.62668	145.123
31.2022	-2.95328	145.771	-2.60358	144.303
31.4021	-2.99418	142.637	-2.58066	143.492
31.6021	-3.00693	142.789	-2.55794	142.688
31.8021	-2.81065	140.852	-2.5354	141.892
32.002	-2.99673	141.817	-2.51306	141.103
32.2019	-2.95663	138.944	-2.4909	140.322
32.4019	-2.92545	138.436	-2.46894	139.548
32.6018	-2.92428	137.7	-2.44717	138.781
32.8018	-2.9191	136.374	-2.4256	138.022
33.0018	-3.02254	135.635	-2.40422	137.27
33.2017	-2.81258	134.169	-2.38303	136.525
33.4016	-2.98634	133.566	-2.36203	135.787
33.6016	-2.78078	132.936	-2.34123	135.056
33.8015	-2.99069	131.549	-2.32062	134.331
34.0015	-2.77237	131.622	-2.3002	133.614
34.2015	-2.84022	129.295	-2.27998	132.903
34.4014	-2.71846	130.234	-2.25995	132.199
34.6013	-2.80437	128.775	-2.24011	131.501
34.8013	-2.94881	127.979	-2.22046	130.81
35.0012	-2.69843	126.5	-2.20101	130.125
35.2012	-2.78875	125.452	-2.18174	129.447
35.4012	-2.51971	127.077	-2.16266	128.775
35.6011	-2.98497	124.541	-2.14377	128.109
35.801	-2.71175	124.06	-2.12507	127.449
36.001	-2.76089	121.147	-2.10655	126.795
36.2009	-2.73825	121.729	-2.08822	126.147
36.4009	-2.70402	120.005	-2.07007	125.505
36.6009	-2.86251	119.038	-2.05211	124.869
36.8008	-2.68119	117.911	-2.03433	124.239
37.0007	-2.77708	116.71	-2.01673	123.614
37.2007	-2.68347	116.538	-1.9993	122.995
37.4006	-2.68141	115.1	-1.98206	122.382
37.6006	-2.83017	114.649	-1.96499	121.774
37.8006	-2.56617	113.342	-1.9481	121.172
38.0005	-2.73964	112.673	-1.93139	120.575
38.2004	-2.55741	112.317	-1.91484	119.983
38.4004	-2.64682	111.009	-1.89847	119.397
38.6003	-2.62475	111.56	-1.88227	118.816
38.8003	-2.56658	108.596	-1.86624	118.24
39.0003	-2.66001	109.976	-1.85037	117.669
39.2002	-2.57055	106.223	-1.83467	117.103
39.4001	-2.65602	106.996	-1.81914	116.543
39.6001	-2.62052	105.103	-1.80376	115.987
39.8	-2.65872	104.695	-1.78855	115.436
40	-2.66607	103.7	-1.7735	114.889
