Freq_GHz	Re_S11_meas	Im_S11_meas	Re_S11_model	Im_S11_model
19.2052	-0.443718	-0.158953	-0.428094	-0.114494
19.4051	-0.450839	-0.152012	-0.434395	-0.10841
19.6051	-0.457424	-0.147155	-0.440593	-0.102184
19.8051	-0.464941	-0.138702	-0.446684	-0.0958171
20.005	-0.470288	-0.134644	-0.452665	-0.0893137
20.205	-0.477246	-0.12507	-0.458533	-0.0826762
20.4049	-0.483478	-0.119486	-0.464284	-0.0759077
20.6048	-0.488976	-0.111492	-0.469916	-0.0690114
20.8048	-0.495458	-0.104437	-0.475427	-0.0619904
21.0048	-0.499286	-0.0964727	-0.480812	-0.0548481
21.2047	-0.507385	-0.0871318	-0.48607	-0.0475877
21.4047	-0.511595	-0.0802192	-0.491197	-0.0402127
21.6046	-0.518834	-0.0728712	-0.496192	-0.0327266
21.8045	-0.519711	-0.0631401	-0.501053	-0.0251329
22.0045	-0.528456	-0.0551773	-0.505776	-0.0174352
22.2045	-0.530683	-0.045591	-0.51036	-0.00963709
22.4044	-0.538909	-0.0395403	-0.514803	-0.00174232
22.6044	-0.540086	-0.0278217	-0.519103	0.00624538
22.8043	-0.545671	-0.0218623	-0.523258	0.0143222
23.0042	-0.550781	-0.0104478	-0.527266	0.0224845
23.2042	-0.5543	-0.00148473	-0.531126	0.0307282
23.4042	-0.558486	0.00624651	-0.534837	0.0390496
23.6041	-0.559439	0.017192	-0.538398	0.0474447
23.8041	-0.564913	0.0257577	-0.541806	0.0559098
24.004	-0.567272	0.0368803	-0.545061	0.0644407
24.2039	-0.570509	0.0453158	-0.548163	0.0730337
24.4039	-0.573368	0.0563534	-0.55111	0.0816847
24.6039	-0.5749	0.066239	-0.553901	0.0903899
24.8038	-0.579617	0.075731	-0.556536	0.0991453
25.0038	-0.579661	0.0855626	-0.559015	0.107947
25.2037	-0.581562	0.0959899	-0.561337	0.116791
25.4036	-0.582602	0.108362	-0.563503	0.125674
25.6036	-0.583907	0.116312	-0.56551	0.134591
25.8036	-0.586369	0.130689	-0.567361	0.143539
26.0035	-0.586955	0.136647	-0.569055	0.152514
26.2035	-0.587665	0.15117	-0.570592	0.161512
26.4034	-0.58714	0.160466	-0.571972	0.170529
26.6033	-0.58893	0.171894	-0.573196	0.179562
26.8033	-0.587803	0.182242	-0.574265	0.188607
27.0033	-0.589111	0.189904	-0.575178	0.197661
27.2032	-0.585639	0.204787	-0.575938	0.206719
27.4032	-0.586857	0.213128	-0.576543	0.215778
27.6031	-0.585437	0.223868	-0.576997	0.224835
27.803	-0.582183	0.233007	-0.577298	0.233886
28.003	-0.583191	0.243901	-0.577449	0.242929
28.203	-0.579776	0.256312	-0.577451	0.251958
28.4029	-0.580301	0.263654	-0.577305	0.260972
28.6029	-0.576239	0.279158	-0.577012	0.269967
28.8028	-0.571665	0.287909	-0.576574	0.278941
29.0027	-0.57273	0.299841	-0.575991	0.287889
29.2027	-0.56425	0.308036	-0.575266	0.296808
29.4027	-0.568164	0.318995	-0.574401	0.305697
29.6026	-0.556802	0.328521	-0.573396	0.314552
29.8026	-0.558721	0.340168	-0.572254	0.323371
30.0025	-0.552939	0.350408	-0.570977	0.33215
30.2024	-0.553733	0.35882	-0.569565	0.340887
30.4024	-0.549834	0.36609	-0.568022	0.34958
30.6024	-0.539753	0.379628	-0.566349	0.358225
30.8023	-0.545639	0.388038	-0.564548	0.366821
31.0023	-0.536756	0.397151	-0.562621	0.375366
31.2022	-0.536878	0.397142	-0.56057	0.383856
31.4021	-0.522293	0.416895	-0.558397	0.39229
31.6021	-0.52111	0.41975	-0.556105	0.400666
31.8021	-0.517767	0.438824	-0.553695	0.408982
32.002	-0.516226	0.433173	-0.55117	0.417236
32.2019	-0.501924	0.453749	-0.548531	0.425425
32.4019	-0.499411	0.46137	-0.545782	0.433549
32.6018	-0.493944	0.469708	-0.542924	0.441605
32.8018	-0.488387	0.479492	-0.53996	0.449592
33.0018	-0.478483	0.482685	-0.536892	0.457508
33.2017	-0.475575	0.50113	-0.533722	0.465352
33.4016	-0.465917	0.502458	-0.530453	0.473123
33.6016	-0.467811	0.516162	-0.527086	0.480819
33.8015	-0.450963	0.519104	-0.523624	0.488438
34.0015	-0.457283	0.530434	-0.52007	0.49598
34.2015	-0.440617	0.543434	-0.516426	0.503444
34.4014	-0.449403	0.545534	-0.512694	0.510828
34.6013	-0.431788	0.553862	-0.508876	0.518131
34.8013	-0.422369	0.558419	-0.504974	0.525354
35.0012	-0.418084	0.574459	-0.500992	0.532494
35.2012	-0.406353	0.581391	-0.496931	0.539551
35.4012	-0.419593	0.586228	-0.492793	0.546524
35.6011	-0.388445	0.580287	-0.488582	0.553413
35.801	-0.391601	0.600317	-0.484298	0.560217
36.001	-0.369388	0.611626	-0.479944	0.566935
36.2009	-0.369998	0.613889	-0.475523	0.573567
36.4009	-0.356075	0.624704	-0.471037	0.580113
36.6009	-0.341774	0.62368	-0.466487	0.586572
36.8008	-0.336131	0.637931	-0.461877	0.592944
37.0007	-0.321339	0.640887	-0.457207	0.599229
37.2007	-0.319947	0.645909	-0.452481	0.605426
37.4006	-0.306884	0.653117	-0.4477	0.611536
37.6006	-0.296336	0.651001	-0.442867	0.617557
37.8006	-0.291493	0.670565	-0.437982	0.623491
38.0005	-0.279998	0.66466	-0.433049	0.629337
38.2004	-0.275897	0.680175	-0.42807	0.635095
38.4004	-0.265703	0.678189	-0.423046	0.640765
38.6003	-0.262372	0.680005	-0.417979	0.646348
38.8003	-0.240888	0.693206	-0.412871	0.651842
39.0003	-0.244062	0.686728	-0.407724	0.65725
39.2002	-0.214937	0.702415	-0.40254	0.66257
39.4001	-0.217741	0.696787	-0.397321	0.667804
39.6001	-0.198546	0.703565	-0.392068	0.67295
39.8	-0.19107	0.70844	-0.386783	0.678011
40	-0.182268	0.706779	-0.381468	0.682985
