Freq_GHz	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit	S11_meas_dB	S11_fit_dB
9.2077e+09	-0.18720144	-0.066794246	-0.18588054	-0.030018662	-14.033386	-14.503507
9.40765e+09	-0.18992506	-0.06794756	-0.18805193	-0.030199408	-13.905294	-14.403862
9.6076e+09	-0.19196999	-0.069201877	-0.19026896	-0.030347454	-13.804749	-14.303541
9.80755e+09	-0.19465189	-0.069351162	-0.19253145	-0.030461873	-13.695829	-14.202589
1.00075e+10	-0.19633768	-0.071089914	-0.19483923	-0.030541724	-13.60491	-14.101049
1.02075e+10	-0.19953272	-0.070086083	-0.19719268	-0.030586062	-13.494461	-13.998937
1.04074e+10	-0.20167671	-0.072399405	-0.19958983	-0.030593904	-13.380438	-13.896371
1.06074e+10	-0.20508428	-0.072339076	-0.20203282	-0.030564281	-13.252077	-13.793286
1.08073e+10	-0.20672776	-0.074159519	-0.20451897	-0.030496235	-13.166287	-13.689823
1.10073e+10	-0.20997055	-0.074008917	-0.20705051	-0.030388699	-13.048253	-13.585915
1.12072e+10	-0.21239045	-0.074094172	-0.20962461	-0.03024077	-12.958525	-13.4817
1.14072e+10	-0.21566383	-0.074988746	-0.21224354	-0.030051276	-12.828773	-13.377107
1.16071e+10	-0.21943323	-0.075760934	-0.21490437	-0.029819375	-12.684865	-13.272274
1.18071e+10	-0.22050239	-0.076844452	-0.2176094	-0.029543791	-12.633934	-13.167126
1.2007e+10	-0.22602767	-0.076307724	-0.22035557	-0.029223745	-12.448009	-13.061798
